,eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,guncertain1,individual,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,ishostkid
6824,197810030006,1978,10,3,0,Guatemala,Central America & Caribbean,Unknown,Unknown,,,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Airports & Aircraft,Airline Officer/Personnel,,Nicaraguan Airline (Lancia) offices,Nicaragua,Guerrilla Army of the Poor (EGP),0.0,0,,,,,,,0.0
6825,197810040001,1978,10,4,0,Spain,Western Europe,Basque Country,Bilbao,43.258434,-2.921819,1,1,0,1.0,0.0,1,0,Assassination,Military,Military Barracks/Base/Headquarters/Checkpost,Bilbao Naval Base,"Francisco de Asis Liesa, Second in command",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
6826,197810040003,1978,10,4,0,Mexico,North America,Federal,Mexico City,19.371887,-99.086624,1,1,1,0.0,0.0,1,0,Armed Assault,Business,Bank/Commerce,,Branch of Bank of Longoria,Mexico,Independent Peasants Union,0.0,0,0.0,,,0.0,,,0.0
6827,197810040004,1978,10,4,0,United States,North America,Illinois,Chicago,41.842602,-87.681229,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Danmarie Cabinet Company,"shop of Daniel Nikolic, an American of Croatian descent",United States,Otpor,0.0,0,,,,,,,
6828,197810050001,1978,10,5,0,Spain,Western Europe,Basque Country,Lizartza,43.10372,-2.034254,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Spanish Govt,"Ramiro Quintero Auila, Forestry Guard",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
6829,197810050002,1978,10,5,0,France,Western Europe,Bouches-du-Rhone,Marseilles,43.296482,5.36978,1,1,1,0.0,0.0,1,0,Armed Assault,Unknown,,,,France,Unknown,0.0,0,9.0,,,0.0,,,0.0
6830,197810050004,1978,10,5,0,Ireland,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,1,1,0.0,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",,Police Station,Ireland,Irish Republican Army (IRA),0.0,0,0.0,,,0.0,,,0.0
6831,197810050005,1978,10,5,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,,Madison Square Garden,United States,Omega-7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6832,197810060001,1978,10,6,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,1,1,0.0,0.0,1,0,Assassination,Educational Institution,School/University/Educational Building,Central Teaches School,"Edgar Reyes Castillo, Student",Guatemala,Unknown,0.0,0,1.0,,,0.0,,,0.0
6833,197810060002,1978,10,6,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,1,1,-9.0,0.0,1,0,Assassination,Business,,Telegraph Workers Union,"Arnulfo Cifuentes, Leader",Guatemala,Unknown,0.0,0,1.0,,,0.0,,,0.0
6834,197810060003,1978,10,6,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,,Excursiones Girasol (Travel Agency),United States,Omega-7,0.0,0,0.0,,,0.0,,,0.0
6835,197810060004,1978,10,6,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,,,Public Record Service (Commercial),United States,Omega-7,0.0,0,0.0,,,0.0,,,0.0
6836,197810060005,1978,10,6,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,,Viajes Antillas (Travel agency),United States,Omega-7,0.0,0,0.0,,,0.0,,,0.0
6837,197810080001,1978,10,8,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,1,1,0.0,0.0,1,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Turkish Labor Party,"Salih Gelenci, student/member",Turkey,Unknown,0.0,0,6.0,,,0.0,,,0.0
6838,197810090001,1978,10,9,0,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,1,1,1,0.0,0.0,1,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Turkish Labor Party ans Association of Youth Vangu,Leftist Members,Turkey,Right-Wing Group,0.0,0,6.0,,,1.0,,,0.0
6839,197810090002,1978,10,9,0,Spain,Western Europe,Basque Country,Elgoibar,43.215187,-2.415702,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Civil Guard,"Anselmo Suran, Police Officer",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
6840,197810090003,1978,10,9,0,Spain,Western Europe,Basque Country,Elgoibar,43.215187,-2.415702,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Civil Guard,"Angel Pacheco, Police Officer",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
6841,197810090004,1978,10,9,0,Spain,Western Europe,Basque Country,San Sebastian,43.291618,-1.977903,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Civil Guard,"Jose Zafra Regil, Lorenzo Soto Soto, Civil Guard",Spain,Basque Fatherland and Freedom (ETA),0.0,0,2.0,,,0.0,,,0.0
6842,197810090005,1978,10,9,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,Chrysler Offices,United States,Red Guard,0.0,0,0.0,,,0.0,,,0.0
6843,197810090006,1978,10,9,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,Pan Auto Office,Colombia,Red Guard,0.0,0,0.0,,,0.0,,,0.0
6844,197810090007,1978,10,9,0,Netherlands,Western Europe,North Holland,Amsterdam,52.370216,4.895168,1,1,1,0.0,0.0,1,0,Unknown,NGO,International NGO,,Amnesty International,International,Red Resistance Front,0.0,0,0.0,,,0.0,,,0.0
6845,197810090008,1978,10,9,0,Nicaragua,Central America & Caribbean,Leon,Leon,12.43257,-86.881204,1,1,1,0.0,0.0,1,0,Hostage Taking (Barricade Incident),Journalists & Media,Radio Journalist/Staff/Facility,,Ondas Populares (radio),Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,0.0,,,0.0,,,0.0
6846,197810100001,1978,10,10,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,1,1,0.0,0.0,1,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Ministry of Justice,"Girolamo Tartaglione, Director General for Penal Affairs",Italy,Red Brigades,0.0,0,1.0,,,0.0,,,0.0
6847,197810100002,1978,10,10,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,Empoesa Ford,United States,Che Guevara Brigade,0.0,0,0.0,,,0.0,,,0.0
6848,197810100003,1978,10,10,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,,,"Compania Singer, Ltd",United States,Che Guevara Brigade,0.0,0,0.0,,,0.0,,,0.0
6849,197810100004,1978,10,10,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,Chrysler Colmoteves,United States,Che Guevara Brigade,0.0,0,0.0,,,0.0,,,0.0
6850,197810100005,1978,10,10,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Business,Restaurant/Bar/Caf�,,Pollo Campero Restaurant,Guatemala,Unknown,0.0,0,0.0,,,0.0,,,0.0
6851,197810100008,1978,10,10,0,Venezuela,South America,Anzoategui,Anaco,9.429304,-64.467119,1,1,0,1.0,0.0,1,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,,Armed Forces of Cooperation post (National Guard),Venezuela,Unknown,0.0,0,0.0,,,0.0,,,0.0
6852,197810110001,1978,10,11,0,Colombia,South America,Cundinamarca,Utica,5.18821,-74.48038,1,1,1,-9.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Columbian Police (Ran Carabineros School),"Efrain Rodriquez Romero, colnoel",Colombia,Unknown,0.0,0,1.0,,,0.0,,,0.0
6853,197810110002,1978,10,11,0,Venezuela,South America,Monagas,Caripito,10.116667,-63.1,1,1,1,0.0,0.0,0,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,COPEI (Social Christian Party of Venezuela),"Luis Herrera Campins, Pres. Candidare",Venezuela,Unknown,0.0,0,1.0,,,0.0,,,0.0
6854,197810110003,1978,10,11,0,Italy,Western Europe,Campania,Naples,40.840097,14.251636,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Prison in Naples,"Alfredo Paollelo, doctor",Italy,Prima Linea,0.0,0,1.0,,,0.0,,,0.0
6855,197810110004,1978,10,11,0,El Salvador,Central America & Caribbean,La Libertad,Lourdes,13.732222,-89.374167,1,1,0,1.0,0.0,1,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,,Military garrison,El Salvador,People's Liberation Forces (FPL),0.0,0,0.0,,,0.0,,,0.0
6856,197810110005,1978,10,11,0,El Salvador,Central America & Caribbean,Santa Ana,Coatepeque,13.926371,-89.502589,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,,local military commander's office,El Salvador,People's Liberation Forces (FPL),0.0,0,0.0,,,0.0,,,0.0
6857,197810110006,1978,10,11,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,-9.0,0.0,0,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",governement of Nicaragua,"William Barquero Montiel, ambassador",Colombia,Unknown,0.0,0,0.0,,,0.0,,,1.0
6858,197810120001,1978,10,12,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,1,1,0.0,0.0,1,0,Assassination,Government (General),"Government Personnel (excluding police, military)",,Miguel Angel Vargas Body Guard for Secretary Feneral of Christian *,Guatemala,Guerrilla Army of the Poor (EGP),0.0,0,1.0,,,0.0,,,0.0
6859,197810120002,1978,10,12,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Transportation,Train/Train Tracks/Trolley,,Passenger Train,Northern Ireland,Irish Republican Army (IRA),0.0,0,1.0,,,3.0,,,0.0
6860,197810120003,1978,10,12,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,,Federal Building,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
6861,197810120004,1978,10,12,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,,Travel Agency selling tickets to Havara,United States,Omega-7,0.0,0,0.0,,,0.0,,,0.0
6862,197810120005,1978,10,12,0,United States,North America,New York,New York City,40.697132,-73.931351,1,0,1,1.0,0.0,1,0,Hostage Taking (Barricade Incident),Business,Bank/Commerce,Chase Manhattan Bank,Chase Manhattan Bank on Ninth Avenue near Thirteenth Street in Lower Manhattan,United States,May 19 Communist Order,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6863,197810130001,1978,10,13,0,Spain,Western Europe,Basque Country,Lekeitio,43.365509,-2.503344,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Civil Guard,"Alberto Villena Castillo,27,Civil Guard",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
6864,197810130002,1978,10,13,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,-9.0,0.0,0,0,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Spanish Parliament,guard,Spain,Unknown,0.0,0,0.0,,,1.0,,,0.0
6865,197810130003,1978,10,13,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,,,Private Business,United States,Omega-7,0.0,0,0.0,,,0.0,,,0.0
6866,197810130004,1978,10,13,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Business,Bank/Commerce,,Federal Savings Bank,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
6867,197810130005,1978,10,13,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,-9.0,0.0,1,0,Armed Assault,Transportation,Bus (excluding tourists),,private bus,Colombia,Unknown,0.0,0,,,,,,,0.0
6868,197810130006,1978,10,13,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,-9.0,0.0,1,0,Armed Assault,Transportation,Bus (excluding tourists),,Private bus,Colombia,Unknown,0.0,0,,,,,,,0.0
6869,197810130007,1978,10,13,0,El Salvador,Central America & Caribbean,Unknown,Unknown,,,1,1,0,1.0,0.0,1,0,Armed Assault,Military,Military Unit/Patrol/Convoy,,1st artillery brigade,El Salvador,People's Liberation Forces (FPL),0.0,0,1.0,,,2.0,,,0.0
6870,197810130008,1978,10,13,0,Spain,Western Europe,Basque Country,Bilbao,43.258434,-2.921819,1,1,1,0.0,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),,Guardia vehicle,Spain,Basque Fatherland and Freedom (ETA),0.0,0,2.0,,,1.0,,,0.0
6871,197810140001,1978,10,14,0,Spain,Western Europe,Basque Country,Bilbao,43.258434,-2.921819,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Armed Police,"Ramon Muino Fernandez, 30, Elias Garcia Gonzalez,21, policemen",Spain,Basque Fatherland and Freedom (ETA),0.0,0,2.0,,,0.0,,,0.0
6872,197810140002,1978,10,14,0,Turkey,Middle East & North Africa,Izmir,Izmir,38.395649,27.135641,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Business,,,American depots,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
6873,197810140003,1978,10,14,0,Turkey,Middle East & North Africa,Kars,Kars,40.61499,43.101377,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,,TOB-DER branch-( Turkish teachers Unity & Solidarity Organization),Turkey,Idealist Association,0.0,0,0.0,,,1.0,,,0.0
6874,197810140004,1978,10,14,0,Turkey,Middle East & North Africa,Kars,Kars,40.61499,43.101377,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,,Patriotic Revolutionary Assoc. branch,Turkey,Idealist Association,0.0,0,0.0,,,0.0,,,0.0
6875,197810140005,1978,10,14,0,Turkey,Middle East & North Africa,Izmir,Izmir,38.395649,27.135641,0,1,1,1.0,0.0,1,0,Armed Assault,Private Citizens & Property,Labor Union Related,,Hunting-Marksmanship Club,United States,Unknown,0.0,0,0.0,,,0.0,,,1.0
6876,197810150001,1978,10,15,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Transportation,Bus (excluding tourists),,Bus of Bell Helicopter Co.,United States,Unknown,0.0,0,0.0,,,3.0,,,0.0
6877,197810150002,1978,10,15,0,Italy,Western Europe,Tuscany,Lucca,43.843014,10.507994,1,1,1,-9.0,0.0,1,0,Assassination,Private Citizens & Property,House/Apartment/Residence,,"Apartment House of Mari Eletta Martini, Christian Democrat, Vice President*",Italy,Unknown,0.0,0,0.0,,,0.0,,,0.0
6878,197810150003,1978,10,15,0,Nicaragua,Central America & Caribbean,Carazo,Santa Rosa,11.850862,-86.143269,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,,National Guard unit,Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,,,,,,,0.0
6879,197810150004,1978,10,15,0,Nicaragua,Central America & Caribbean,Masaya,Cuatro Esquinas,11.997535,-86.098548,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,,National Guard Unit,Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,,,,,,,0.0
6880,197810150005,1978,10,15,0,Rhodesia,Sub-Saharan Africa,Manicaland,Umtali,-18.966075,32.635359,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,,city,Rhodesia,Zimbabwe Guerrillas,0.0,0,,,,1.0,,,0.0
6881,197810170001,1978,10,17,0,Greece,Western Europe,Attica,Athens,37.99749,23.762728,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,,"Shop Selling Soviet goods, Khalkokondhilis St.",Greece,Unknown,0.0,0,0.0,,,0.0,,,0.0
6882,197810170002,1978,10,17,0,Greece,Western Europe,Attica,Athens,37.99749,23.762728,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,,"Store Selling Soviet goods, Solomos St.",Greece,Unknown,0.0,0,0.0,,,0.0,,,0.0
6883,197810180001,1978,10,18,0,Nicaragua,Central America & Caribbean,Matagalpa,Matagalpa,12.919106,-85.916609,1,1,1,0.0,0.0,1,0,Assassination,Private Citizens & Property,Alleged Informant,National Guard,"Rafael Osejo, informant",Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,1.0,,,0.0,,,0.0
6884,197810180002,1978,10,18,0,Nicaragua,Central America & Caribbean,Chinandega,Chinandega,12.62439,-87.129784,1,1,1,0.0,0.0,1,0,Assassination,Government (General),"Government Personnel (excluding police, military)",National Congress,deputy,Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,1.0,,,0.0,,,0.0
6885,197810180003,1978,10,18,0,Namibia,Sub-Saharan Africa,Omusati,Ruacana,-17.436154,14.391604,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Utilities,Electricity,,Hydroelectric complex,Namibia,South-West Africa People's Organization (SWAPO),0.0,0,0.0,,,0.0,,,0.0
6886,197810180005,1978,10,18,0,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,1,1,0.0,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),,Police patrol car,Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,,,,2.0,,,0.0
6887,197810190001,1978,10,19,0,Thailand,Southeast Asia,,Hat Yai,7.013983,100.471242,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Transportation,Train/Train Tracks/Trolley,,railroad station,Thailand,Sanidila Secessionist Movement,0.0,0,0.0,,,10.0,,,0.0
6888,197810190002,1978,10,19,0,Thailand,Southeast Asia,,Huai Yot district,7.773489,99.623,1,1,1,0.0,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,,police unit,Thailand,Communists,0.0,0,14.0,,,3.0,,,0.0
6889,197810200001,1978,10,20,0,Turkey,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,1,1,0.0,0.0,1,0,Assassination,Educational Institution,Other Personnel,"Istanbul Tech University, Electrical School","Bedri Karafakioglu, dean",Turkey,Unknown,0.0,0,1.0,,,0.0,,,0.0
6890,197810200002,1978,10,20,0,Guatemala,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1,1,1,0.0,0.0,1,0,Assassination,Educational Institution,Other Personnel,Association of Univ. Students,"Oliverio Castaneda de Leon, President",Guatemala,Secret Anti-Communist Army (ESA),0.0,0,1.0,,,0.0,,,0.0
6891,197810200003,1978,10,20,0,Indonesia,Southeast Asia,,Jakarta,-6.208821,106.846046,1,1,1,0.0,0.0,1,0,Assassination,Government (General),"Government Personnel (excluding police, military)",,official residence of Foreign Minister,Indonesia,Unknown,0.0,0,,,,1.0,,,0.0
6892,197810210001,1978,10,21,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,,Group of Security Officials,Iran,Unknown,0.0,0,0.0,,,4.0,,,0.0
6893,197810210002,1978,10,21,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,,"El Diario, (New York newspaper in Spain)",United States,Omega-7,0.0,0,0.0,,0.0,0.0,,0.0,0.0
6894,197810220001,1978,10,22,0,Spain,Western Europe,Basque Country,Bilbao,43.258434,-2.921819,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Civil Guard,"Luis Gancedo Ruiz, Civil Guard",Spain,Basque Fatherland and Freedom (ETA),0.0,0,2.0,,,2.0,,,0.0
6895,197810220002,1978,10,22,0,Italy,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,,,Office of TICINO*,Italy,Red Army Faction (RAF),0.0,0,0.0,,,0.0,,,0.0
6896,197810220003,1978,10,22,0,Italy,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Multinational Corporation,,Volkswagon Agency,Italy,Red Army Faction (RAF),0.0,0,0.0,,,0.0,,,0.0
6897,197810220004,1978,10,22,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Business,Entertainment/Cultural/Stadium/Casino,,Movie Club*,Italy,Unknown,0.0,0,0.0,,,0.0,,,0.0
6898,197810230001,1978,10,23,0,South Africa,Sub-Saharan Africa,Unknown,Unknown,,,1,1,1,0.0,0.0,1,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Zimbabwe United Peoples Organization,"Peter Chirau, Secretary",Zimbabwe,Unknown,0.0,0,1.0,,,0.0,,,0.0
6899,197810230002,1978,10,23,0,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,,army patrol,Great Britain,Irish Republican Army (IRA),0.0,0,0.0,,,13.0,,,0.0
6900,197810240001,1978,10,24,0,Italy,Western Europe,Veneto,Verona,45.438328,10.991762,1,1,1,0.0,0.0,1,0,Armed Assault,Police,Prison/Jail,City of Verona,Arturo Nigro/prison guard,Italy,Armed Proletarian Groups for Communism,0.0,0,0.0,,,1.0,,,0.0
6901,197810250001,1978,10,25,0,Spain,Western Europe,Basque Country,Durango,43.169068,-2.632655,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Durango Police,"Epifanio Vidal Vasquez, policeman",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
6902,197810250002,1978,10,25,0,El Salvador,Central America & Caribbean,Santa Ana,Chalchuapa,13.986667,-89.681111,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,Consulate,Guatemala,People's Liberation Forces (FPL),0.0,0,1.0,,,0.0,,,0.0
6903,197810250003,1978,10,25,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,-9.0,0.0,0,0,Facility/Infrastructure Attack,Business,Restaurant/Bar/Caf�,,Restaurant,Iran,Unknown,0.0,0,0.0,,,0.0,,,0.0
6904,197810250004,1978,10,25,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,,Church,Italy,Unknown,0.0,0,0.0,,,0.0,,,0.0
6905,197810250005,1978,10,25,0,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",,Police Parking Lot,Italy,Unknown,0.0,0,0.0,,,0.0,,,0.0
6906,197810250006,1978,10,25,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",,Civil Guard Post,Spain,First of October Antifascist Resistance Group (GRAPO),1.0,0,0.0,,,0.0,,,0.0
6907,197810250007,1978,10,25,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",,Civil Guard Post,Spain,First of October Antifascist Resistance Group (GRAPO),1.0,0,0.0,,,0.0,,,0.0
6908,197810250008,1978,10,25,0,Turkey,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",,"Minibus with US diplomatic plates, property of US Consulate",United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
6909,197810250009,1978,10,25,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,1,1,0.0,0.0,1,0,Armed Assault,Private Citizens & Property,Religion Identified,,"William Smyth, 54, Catholic",Northern Ireland,Protestant extremists,0.0,0,1.0,,,,,,0.0
6910,197810260001,1978,10,26,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,-9.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Jahram,chief of police,Iran,Unknown,0.0,0,1.0,,,0.0,,,0.0
6911,197810260002,1978,10,26,0,Turkey,Middle East & North Africa,Bingol,Bingol,38.888447,40.501144,1,1,1,0.0,0.0,0,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Bingol,"Hmet Tekin, mayor",Turkey,Unknown,0.0,0,0.0,,,2.0,,,0.0
6912,197810260003,1978,10,26,0,Ethiopia,Sub-Saharan Africa,Maekel,Asmara,15.333513,38.933652,1,1,0,1.0,0.0,1,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,,"Fuel, arms and ammo warehouses in the Kafyo Stitch base",Ethiopia,Eritrean Liberation Front,0.0,0,25.0,,,,,,0.0
6913,197810270001,1978,10,27,0,Nicaragua,Central America & Caribbean,Masaya,Nindiri,12.004722,-86.119444,1,1,0,1.0,0.0,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",National Guard,"Emilio Lopez, Celso Garcia, Arturo Gomez, guardsmen",Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,3.0,,,0.0,,,0.0
6914,197810270002,1978,10,27,0,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",,"Police Station, Bello Horizonte",Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,0.0,,,0.0,,,0.0
6915,197810270003,1978,10,27,0,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,,Residence in Los Pialmos Neighborhood,Nicaragua,Sandinista National Liberation Front (FSLN),0.0,0,0.0,,,0.0,,,0.0
